name,water_parameters,fish_group,compatibility_with_crabs,temperature,pelvic_region,behaviour,compatibility_with_fish,tank_size,breeding,visual_effect,compatibility_with_shrimps,origin,diet,vegetation_possible,compatibility_with_snails_shells,compatibility_with_dwarf_crayfish,final_size,level_of_difficulty,characteristics,compatibility_with_large_crayfish,life_expectancy
"Platy ""korall berliner"" - Xiphophorus maculatus",hard water,Tooth carp,,20-25 °C,top,,,54 l (ca. 60cm),simply,especially colorful,"with dwarf shrimp, offspring is eaten",Central America,omnivorous - omnivorous,yes,yes,yes,4-8 cm,1 - easy,,,
Panda Platy - Xiphophorus maculatus,hard water,Tooth carp,,25-30 °C,center,,,54 l (ca. 60cm),simply,especially colorful,"with dwarf shrimp, offspring is eaten",South America,omnivorous - omnivorous,yes,yes,yes,4-8 cm,1 - easy,,,
Dwarffish - Heterandria formosa - DNZ,hard water,Tooth carp,,15-20 °C,center,,,54 l (ca. 60cm),simply,forms precincts,"with dwarf shrimp, offspring may be eaten",North America,omnivorous - omnivorous,yes,yes,yes,1-4 cm,1 - easy,,,
Coral Platy - Xiphophorus maculatus,hard water,Tooth carp,,18-28 °C,top,,,54 l (ca. 60cm),simply,especially colorful,"with dwarf shrimp, offspring is eaten",Central America,omnivorous - omnivorous,yes,yes,yes,4-8 cm,1 - easy,,,
"Female Guppy ""Blue"" - Poecilia reticulata",soft to hard,Tooth carp,,20-25 °C,top,,,54 l (ca. 60cm),simply,especially colorful,"with dwarf shrimp, offspring is eaten",South America,omnivorous - omnivorous,yes,yes,conditional (see description),8-12 cm,1 - easy,,,
"Molly ""Black Lyra"" - Poecilia sphenops",hard water,Tooth carp,,25-30 °C,top,,,100 l (ca. 80cm),simply,especially colorful,with shrimp 4-6 cm size,South America,omnivorous - omnivorous,yes,yes,yes,8-12 cm,1 - easy,,,
Guppy male dragon tuxedo - Poecilia reticulata,medium hard water,Tooth carp,,20-25 °C,center,,,54 l (ca. 60cm),simply,especially colorful,"with dwarf shrimp, offspring may be eaten",South America,omnivorous - omnivorous,yes,yes,no,4-8 cm,1 - easy,,,
"Guppy male ""cobra red"" - Poecilia reticulata",medium hard water,Tooth carp,,18-28 °C,top,,,54 l (ca. 60cm),simply,especially colorful,"with dwarf shrimp, offspring may be eaten",South America,omnivorous - omnivorous,yes,yes,conditional (see description),4-8 cm,1 - easy,,,
Guppy Mix Female - Poecilia reticulata,soft to hard,Tooth carp,no,18-28 °C,center,normal,"yes, with peaceful fish",54 l (ca. 60cm),simply,especially colorful,"with dwarf shrimp, offspring may be eaten",South America,omnivorous - omnivorous,yes,yes,no,4-8 cm,1 - easy,interesting color,no,5-10 years
Guppy Mix male - Poecilia reticulata,soft to hard,Tooth carp,no,18-28 °C,center,normal,"yes, with peaceful fish",54 l (ca. 60cm),simply,especially colorful,"with dwarf shrimp, offspring may be eaten",South America,omnivorous - omnivorous,yes,yes,no,4-8 cm,1 - easy,interesting color,no,5-10 years
Green Fringe Lipstick - Epalzeorhynchos frenatum,soft to medium hard,Other fish,,25-30 °C,center,,,250/300 l (ca. 120cm),hard,especially colorful,socialization not possible,Asia,limnivorous - growth eater (algae),yes,yes,conditional (see description),> 12cm,2 - normal,,,
Firetail - Epalzeorhynchos (Labeo) bicolor,soft to medium hard,Other fish,,25-30 °C,center,,,250/300 l (ca. 120cm),hard,especially colorful,socialization not possible,Asia,limnivorous - growth eater (algae),yes,yes,conditional (see description),> 12cm,2 - normal,,,
Golden Fringe Lipstick - Epalzeorhynchos frenatum,soft to medium hard,Other fish,,25-30 °C,center,,,250/300 l (ca. 120cm),hard,especially colorful,socialization not possible,Asia,limnivorous - growth eater (algae),yes,yes,conditional (see description),> 12cm,2 - normal,,,
White-fronted Knifefish - Apteronotus albifrons,soft to hard,Other fish,,25-30 °C,center,,,600 l (ca. 180cm),hard,forms precincts,socialization not possible,South America,carnivore - meat eater,yes,no,no,> 12cm,4 - special,,,
Finite bichir - Polypterus finiteri - 4cm,soft to medium hard,Other fish,,20-25 °C,below,,,400/450 l (ca. 150cm),hard,forms precincts,socialization not possible,Africa,carnivore - meat eater,yes,conditional (see description),no,> 12cm,2 - normal,,,
"Axolotl ""Albino"" - Ambystoma mexicanum - DNZ",medium hard to hard,Other fish,,15-20 °C,below,,,100 l (ca. 80cm),simply,especially colorful,socialization not possible,Central America,carnivore - meat eater,conditional (see description),conditional (see description),no,> 12cm,4 - special,,,
"Axolotl ""White"" - Ambystoma mexicanum - DNZ",medium hard to hard,Other fish,,15-20 °C,below,,,100 l (ca. 80cm),simply,especially colorful,socialization not possible,Central America,carnivore - meat eater,conditional (see description),conditional (see description),no,> 12cm,4 - special,,,
Dwarf Snakehead - Channa gachua blue bengal - DNZ 8-10cm,medium hard water,Other fish,,25-30 °C,below,,,250/300 l (ca. 120cm),medium,forms territories (when spawning),socialization not possible,Asia,carnivore - meat eater,yes,no,no,> 12cm,4 - special,,,
Beautiful Snakehead - Channa pulchra - DNZ - 10cm,medium hard water,Other fish,,20-25 °C,below,,,250/300 l (ca. 120cm),,forms territories (when spawning),socialization not possible,Asia,carnivore - meat eater,yes,no,no,> 12cm,4 - special,,,
Axolotl - Ambystoma mexicanum - DNZ,medium hard to hard,Other fish,,15-20 °C,below,,,100 l (ca. 80cm),simply,especially colorful,socialization not possible,Central America,carnivore - meat eater,conditional (see description),conditional (see description),no,> 12cm,4 - special,,,
Brown White-fronted Knifefish - Apteronotus albifrons,soft to hard,Other fish,,25-30 °C,center,,,600 l (ca. 180cm),hard,forms precincts,socialization not possible,South America,carnivore - meat eater,yes,no,no,> 12cm,4 - special,,,
Senegal bichir - Polypterus senegalus,soft to medium hard,Other fish,,20-25 °C,below,,,400/450 l (ca. 150cm),hard,forms precincts,socialization not possible,Africa,carnivore - meat eater,yes,conditional (see description),no,> 12cm,2 - normal,,,
